store,brand,week,logmove,profit
2,2,57,8.723231275,29.6203125
2,2,58,9.520175249,16.79591549
2,2,59,8.030084094,34.085
2,2,60,8.589699882,34.21035714
2,2,61,8.534640105,34.26018868
2,2,62,8.921057018,31.54538462
2,2,63,8.707482918,33.23079365
2,2,64,8.553332238,46.25611111
2,2,65,8.691482577,42.69967742
2,2,66,9.614204199,15.46641026
2,2,67,9.096947685,14.17935484
2,2,68,8.723231275,38.5265625
2,2,69,8.921057018,36.10435897
2,2,70,8.691482577,31.02064516
2,2,71,9.018695488,30.51848837
2,2,72,9.740497924,12.85576271
2,2,73,9.351839934,12.14191667
2,2,74,9.086136769,11.50195652
2,2,75,8.798454696,44.47956522
2,2,76,8.641885635,38.14220339
2,2,77,8.723231275,36.55
2,2,78,8.958797346,35.67148148
2,2,79,8.946374826,29.9075
2,2,80,8.921057018,29.71282051
2,2,81,8.769040811,33.79268657
2,2,82,8.707482918,34.78492063
2,2,83,8.908153613,35.05727273
2,2,84,9.45469732,24.41857143
2,2,85,8.691482577,33.02612903
2,2,86,8.841014311,33.04694444
2,2,87,8.754002934,33.04636364
2,2,88,9.006999448,32.01058824
2,2,89,9.439545515,28.85641221
2,2,90,9.343471685,24.53563025
2,2,91,8.854807633,36.77657534
2,2,92,8.798454696,33.99927536
2,2,93,8.958797346,34.1517284
2,2,94,9.360138737,27.81545455
2,2,95,9.041685006,27.96454545
2,2,97,9.729134165,10.4256
2,2,98,9.14931567,13.03122449
2,2,99,8.51559191,34.20346154
2,2,100,8.854807633,34.44780822
2,2,103,9.179468708,26.17168317
2,2,104,8.812843434,26.42
2,2,105,8.983188799,35.27
2,2,106,8.841014311,33.51611111
2,2,107,9.03025631,32.45931034
2,2,108,8.868413285,30.28810811
2,2,109,9.018695488,33.36976744
2,2,110,8.769040811,32.66298507
2,2,111,9.30054664,29.6
2,2,112,8.769040811,31.74029851
2,2,113,8.921057018,35.25
2,2,114,9.03025631,34.21770115
2,2,115,8.99516499,34.6172619
2,2,116,8.983188799,36.36277108
2,2,117,9.682342004,26.55167665
2,2,118,9.30054664,33.28535088
2,2,119,9.118225083,41.88505263
2,2,120,9.159468042,37.4930303
2,2,121,9.107642974,36.30446809
2,2,122,9.041685006,35.87954545
2,2,123,8.827028069,35.37
2,2,124,9.811372264,19.09
2,2,125,9.462187991,19.07
2,2,126,9.052984561,25.27932584
2,2,127,8.707482918,35.29
2,2,128,9.751733997,35.01849162
2,2,129,8.641885635,31.74169492
2,2,130,8.895081532,38.46447368
2,2,131,8.571681377,39.46290909
2,2,132,8.827028069,32.95577465
2,2,133,8.854807633,30.71726027
2,2,134,8.51559191,28.15403846
2,2,135,9.343471685,24.03722689
2,2,136,9.13905917,27.12701031
2,2,137,8.738735461,33.30030769
2,2,138,9.601300794,9.43
2,2,139,8.921057018,31.44179487
2,2,140,8.983188799,32.19975904
2,2,141,8.881836305,30.8776
2,2,142,8.958797346,32.17209877
2,2,143,8.624791202,33.41448276
2,2,144,8.827028069,33.46
2,2,145,8.691482577,32.10516129
2,2,146,8.958797346,22.80271605
2,2,147,8.841014311,30.23152778
2,2,148,8.691482577,34.61258065
2,2,149,8.983188799,33.77180723
2,2,150,9.351839934,16.869
2,2,151,8.798454696,31.77130435
2,2,152,8.658692754,28.096
2,2,153,8.841014311,31.72083333
2,2,154,8.45616849,30.52857143
2,2,155,8.769040811,29.86134328
2,2,156,8.723231275,29.91625
2,2,157,8.658692754,31.69666667
2,2,158,8.589699882,33.32071429
2,2,159,8.589699882,33.41714286
2,2,160,9.018695488,16.76697674
2,3,40,8.110126802,20.39
2,3,46,8.070906089,30.9328
2,3,47,8.184234774,31.10357143
2,3,48,7.624618986,29.97
2,3,50,8.269756948,19.93
2,3,51,8.540909718,17.134
2,3,52,8.090708716,23.13960784
2,3,53,7.491087594,32.83928571
2,3,54,6.992096427,31.97705882
2,3,57,7.592870288,31.40193548
2,3,58,8.269756948,27.48147541
2,3,59,7.454719949,27.55259259
2,3,60,7.769800996,26.37
2,3,61,8.236420527,25.88745763
2,3,62,7.796469243,25.86868421
2,3,63,7.796469243,25.92921053
2,3,64,7.377758908,31.424
2,3,65,8.184234774,23.68375
2,3,66,7.82244473,27.91615385
2,3,67,6.797940413,31.88
2,3,68,7.416979621,31.88
2,3,69,10.10168246,14.92
2,3,70,6.866933285,37.936
2,3,71,7.049254841,37.915
2,3,72,7.049254841,34.69888889
2,3,73,7.769800996,34.65432432
2,3,74,7.560080465,22.238
2,3,75,7.560080465,38.386
2,3,76,7.203405521,48.13380952
2,3,77,7.336936914,40.205
2,3,78,6.992096427,40.19117647
2,3,79,6.992096427,42.90882353
2,3,80,7.103322063,42.83315789
2,3,81,7.336936914,37.47625
2,3,82,10.52535353,23.5485567
2,3,83,7.491087594,44.81
2,3,84,7.203405521,55.12
2,3,85,7.655390645,56.09242424
2,3,86,8.286017468,37.44741935
2,3,87,7.896552702,41.02880952
2,3,88,7.049254841,52.74444444
2,3,89,6.556778356,56.88818182
2,3,90,6.931471806,50.22
2,3,91,6.931471806,43.744375
2,3,92,7.592870288,36.35741935
2,3,93,9.093357017,33.12158273
2,3,94,7.655390645,35.22181818
2,3,95,8.476371197,37.994
2,3,97,8.363575703,10.24701493
2,3,98,7.655390645,39.67484848
2,3,99,7.336936914,25.27
2,3,100,7.416979621,25.28307692
2,3,103,8.009030685,29.37234043
2,3,104,7.294377299,30.74695652
2,3,105,7.655390645,30.30939394
2,3,106,7.454719949,37.60296296
2,3,107,8.030084094,32.625
2,3,108,9.30054664,8.589122807
2,3,109,7.920083199,36.43674419
2,3,110,7.685243608,33.29823529
2,3,111,8.449342525,25.62027397
2,3,112,8.090708716,37.01
2,3,113,7.943072717,35.18386364
2,3,114,8.14786713,33.87685185
2,3,115,7.655390645,34.05515152
2,3,116,7.920083199,31.69511628
2,3,117,8.184234774,31.34
2,3,118,8.110126802,37.07807692
2,3,119,7.943072717,34.88318182
2,3,120,8.201934351,33.03473684
2,3,121,7.98752448,32.92804348
2,3,122,8.286017468,21.01225806
2,3,123,8.050703382,26.42510204
2,3,124,7.714231145,39.63342857
2,3,125,7.249925537,39.54181818
2,3,126,7.249925537,41.16045455
2,3,127,7.592870288,50.59516129
2,3,128,7.203405521,48.40571429
2,3,129,6.866933285,43.66733333
2,3,130,7.294377299,44.51565217
2,3,131,7.294377299,35.19956522
2,3,132,8.30201781,34.4152381
2,3,133,7.943072717,35.70454545
2,3,134,7.336936914,34.1625
2,3,135,7.796469243,31.67184211
2,3,136,7.847762538,32.555
2,3,137,7.560080465,30.50666667
2,3,138,7.249925537,33.14545455
2,3,139,8.540909718,33.677
2,3,140,8.286017468,31.44129032
2,3,141,7.98752448,29.67434783
2,3,142,8.691482577,30.01372549
2,3,143,7.655390645,30.87809524
2,3,144,7.655390645,33.70581395
2,3,145,7.491087594,32.8
2,3,146,8.009030685,32.553
2,3,147,8.070906089,26.06527273
2,3,148,8.129174997,29.78118644
2,3,149,8.236420527,30.66095238
2,3,150,8.647519453,24.89265957
2,3,151,8.090708716,32.823
2,3,152,8.392989588,31.25289474
2,3,153,7.624618986,37.52857143
2,3,154,7.203405521,34.59971429
2,3,155,8.090708716,36.11810345
2,3,156,7.336936914,39.0475
2,3,157,7.714231145,33.46658537
2,3,158,7.742402022,35.90571429
2,3,159,7.416979621,34.03625
2,3,160,7.154615357,38.73115385
2,4,40,10.2433825,10.70341686
2,4,46,8.7740036,39.74425743
2,4,47,8.831711918,39.69224299
2,4,48,10.55914053,22.32677741
2,4,50,10.66466714,15.30149477
2,4,51,8.60153434,42.58988235
2,4,52,8.502688505,47.0712987
2,4,53,8.462948177,46.0077027
2,4,54,10.5457624,22.1240404
2,4,57,7.943072717,36.63545455
2,4,58,7.920083199,38.28093023
2,4,59,10.1402973,14.80638889
2,4,60,8.348537825,44.27909091
2,4,61,9.917784857,15.26123028
2,4,62,8.407378325,42.23628571
2,4,63,8.895081532,24.42868421
2,4,64,9.128696383,40.79833333
2,4,65,8.14786713,51.25555556
2,4,66,8.392989588,46.73956522
2,4,67,9.680344001,32.2538
2,4,68,10.92852506,7.598013777
2,4,69,8.42156296,40.4484507
2,4,70,8.184234774,40.47125
2,4,71,10.06967973,11.5604878
2,4,72,7.87245515,10.32390244
2,4,73,8.66974259,40.88868132
2,4,74,8.333270353,40.93
2,4,75,11.06663836,0.99704
2,4,76,10.27477521,0.081677704
2,4,77,10.24565781,44.52243182
2,4,78,7.98752448,44.62521739
2,4,79,11.13616443,1.617080224
2,4,80,7.98752448,40.26913043
2,4,81,10.03661887,39.7852381
2,4,82,9.491601877,34.13338164
2,4,83,9.76468515,34.539375
2,4,84,8.070906089,35.71
2,4,85,8.733594062,35.71
2,4,86,8.378390789,35.71
2,4,87,7.685243608,40.93
2,4,88,7.714231145,40.93
2,4,89,7.592870288,38.55
2,4,90,7.965545573,38.55
2,4,91,8.66974259,38.55
2,4,92,9.100525506,17.74
2,4,93,7.769800996,38.55
2,4,94,8.201934351,38.55
2,4,95,7.624618986,38.55
2,4,97,8.658692754,38.55
2,4,98,10.59503345,24.20461538
2,4,99,8.009030685,44.85404255
2,4,100,7.943072717,44.88
2,4,103,9.872615889,33.65273927
2,4,104,9.692272572,45.77841897
2,4,105,9.379238908,32.17081081
2,4,106,10.26367632,21.25517857
2,4,107,9.501217335,24.17526316
2,4,108,7.98752448,44.91695652
2,4,109,8.658692754,41.074
2,4,110,8.407378325,37.40057143
2,4,111,8.435549202,33.49527778
2,4,112,8.050703382,36.27285714
2,4,113,10.93196346,26.6769222
2,4,114,10.40885833,27.84833977
2,4,115,9.100525506,31.56285714
2,4,116,9.121727714,27.76461538
2,4,117,9.29468152,27.80270588
2,4,118,9.643680017,24.50406639
2,4,119,10.43176009,21.91218868
2,4,120,9.340666634,25.95539326
2,4,121,9.626943225,19.63109705
2,4,122,10.78560083,16.76291391
2,4,123,9.731037116,18.31752852
2,4,124,8.66974259,45.20373626
2,4,125,9.426741242,28.45979381
2,4,126,10.95122751,17.06631874
2,4,127,9.093357017,30.42589928
2,4,128,8.589699882,36.44666667
2,4,129,7.98752448,37.65956522
2,4,130,8.129174997,27.67320755
2,4,131,7.592870288,27.24580645
2,4,132,8.502688505,12.35727273
2,4,133,11.89037511,0.167880649
2,4,134,8.764053269,5.376
2,4,135,7.685243608,34.98235294
2,4,136,7.416979621,34.98
2,4,137,7.592870288,19.85580645
2,4,138,9.30054664,13.12947368
2,4,139,8.489616424,28.15157895
2,4,140,9.529521112,7.032
2,4,141,7.560080465,39.141
2,4,142,9.426741242,39.18814433
2,4,143,9.67231183,40.7983871
2,4,144,7.920083199,44.26883721
2,4,145,7.624618986,43.905
2,4,146,10.44301724,13.19404851
2,4,147,9.346268889,15.63659218
2,4,148,10.24110199,8.491506849
2,4,149,7.454719949,42.93222222
2,4,150,6.931471806,37.3525
2,4,151,7.526178913,38.53551724
2,4,152,11.08937785,36.76609971
2,4,153,8.42156296,29.7328169
2,4,154,9.17616292,18.85059603
2,4,155,9.869310101,23.50205298
2,4,156,9.135616826,26.42
2,4,157,7.491087594,50.495
2,4,158,9.282847063,30.2627381
2,4,159,9.447150114,21.27409091
2,4,160,7.592870288,48.99677419
2,5,40,8.407378325,34.7
2,5,46,8.449342525,44.44534247
2,5,47,9.911455722,21.81501587
2,5,48,7.896552702,37.96642857
2,5,50,8.009030685,39.87106383
2,5,51,8.449342525,39.58
2,5,52,7.920083199,43.21139535
2,5,53,10.17259824,15.16229829
2,5,54,8.219326094,41.37224138
2,5,57,10.33058368,6.310167015
2,5,58,8.253227646,35.164
2,5,59,7.943072717,43.04227273
2,5,60,10.04776104,17.59836565
2,5,61,8.129174997,48.06754717
2,5,62,10.1774763,16.86430657
2,5,63,8.754002934,16.79585859
2,5,64,9.2023082,47.546
2,5,65,10.13776885,14.05911392
2,5,66,9.605620455,13.75060345
2,5,67,9.416378455,15.60369792
2,5,68,8.743850562,14.01336735
2,5,69,9.121727714,12.78916084
2,5,70,8.333270353,34.528
2,5,71,9.227787286,34.04012579
2,5,72,10.27698028,24.66151982
2,5,73,8.868413285,39.55828829
2,5,74,8.921057018,36.61811966
2,5,75,8.348537825,35.32681818
2,5,76,9.100525506,32.90378571
2,5,77,10.01966931,14.69780627
2,5,78,8.253227646,36.92933333
2,5,79,9.472089062,39.07581281
2,5,80,11.15830555,8.673266423
2,5,81,9.964018052,11.23361446
2,5,82,8.647519453,40.74876404
2,5,83,8.946374826,22.81508333
2,5,84,8.754002934,23.27474747
2,5,85,9.056722883,24.7969403
2,5,86,9.622714888,23.87762712
2,5,87,11.24478455,6.300117155
2,5,88,8.528330936,45.88822785
2,5,89,8.462948177,45.91567568
2,5,90,8.407378325,45.35657143
2,5,91,8.30201781,43.93253968
2,5,92,9.601300794,11.11878788
2,5,93,9.400630098,34.99693122
2,5,94,10.64046021,10.85287902
2,5,95,9.264828557,6.780545455
2,5,97,8.348537825,31.27378788
2,5,98,7.965545573,30.54
2,5,99,8.286017468,30.32258065
2,5,100,8.219326094,30.41017241
2,5,103,7.943072717,41.80068182
2,5,104,8.363575703,42.10656716
2,5,105,9.811372264,31.09403509
2,5,106,8.903815212,29.33869565
2,5,107,8.962904128,24.58721311
2,5,108,9.510741217,21.94805687
2,5,109,9.215128889,23.30923567
2,5,110,11.81993947,12.28124294
2,5,111,8.528330936,36.56886076
2,5,112,10.23881628,0.584599542
2,5,113,8.462948177,37.75972973
2,5,114,8.962904128,30.50278689
2,5,115,9.431882642,24.28738462
2,5,116,9.17616292,22.19960265
2,5,117,8.877381955,21.09526786
2,5,118,8.407378325,30.85414286
2,5,119,8.691482577,31.51849462
2,5,120,9.984883191,23.14094395
2,5,121,9.395325046,23.00031915
2,5,122,8.859363449,19.85636364
2,5,123,9.234056899,32.198875
2,5,124,8.831711918,29.1188785
2,5,125,8.286017468,32.7783871
2,5,126,8.68067166,22.65163043
2,5,127,8.733594062,14.90830189
2,5,128,11.18797065,13.67069888
2,5,129,9.351839934,18.33433862
2,5,130,8.66974259,23.89846939
2,5,131,9.872615889,4.705801282
2,5,132,9.162829389,10.07213415
2,5,133,8.577723691,18.0775
2,5,134,9.583833101,14.63771429
2,5,135,9.426741242,24.31635071
2,5,136,8.589699882,28.80058394
2,5,137,9.852615222,7.159816754
2,5,138,8.269756948,28.57314286
2,5,139,8.754002934,28.13350877
2,5,140,8.60153434,31.83935185
2,5,141,10.01681624,10.69540609
2,5,142,8.286017468,32.1696
2,5,143,8.090708716,31.17542373
2,5,144,8.378390789,30.517375
2,5,145,8.407378325,30.0124359
2,5,146,8.253227646,21.5988
2,5,147,9.496421163,3.101
2,5,148,8.236420527,19.01731481
2,5,149,8.476371197,33.51539326
2,5,150,10.12502982,18.05722222
2,5,151,8.42156296,40.05865854
2,5,152,8.286017468,45.58805556
2,5,153,10.81174611,25.43286013
2,5,154,10.06424493,28.0539267
2,5,155,9.852615222,19.99991018
2,5,156,9.357380115,24.21289474
2,5,157,10.19436452,30.7690389
2,5,158,8.269756948,46.76291667
2,5,159,8.219326094,42.82860465
2,5,160,10.62658181,34.0891148
2,6,40,8.201934351,33.01
2,6,46,8.534640105,25.71
2,6,47,8.119696253,33.01
2,6,48,7.508787171,33.01
2,6,50,7.508787171,33.01
2,6,51,7.608870629,33.01
2,6,52,7.82244473,33.01
2,6,53,7.931644022,33.01
2,6,54,7.860185058,33.01
2,6,57,7.508787171,33.01
2,6,58,7.397561536,33.01
2,6,59,7.82244473,33.01
2,6,60,8.348537825,25.80727273
2,6,61,7.965545573,27.174
2,6,62,8.030084094,39.87
2,6,63,8.253227646,33.089
2,6,64,7.931644022,33.31
2,6,65,8.277920258,41.80902439
2,6,66,7.699842407,42.05521739
2,6,67,7.860185058,38.04777778
2,6,68,7.655390645,37.56181818
2,6,69,7.931644022,37.21068966
2,6,70,8.175266104,33.74405405
2,6,71,8.227909838,28.63
2,6,72,7.560080465,28.5975
2,6,73,8.348537825,28.56090909
2,6,74,8.030084094,31.09
2,6,75,7.397561536,31.06
2,6,76,8.253227646,31.06
2,6,77,8.51559191,29.41923077
2,6,78,8.227909838,36.38435897
2,6,79,8.589699882,32.97607143
2,6,80,8.325548307,35.9255814
2,6,81,8.435549202,35.78791667
2,6,82,8.277920258,39.12414634
2,6,83,8.348537825,33.99272727
2,6,84,8.496173824,31.26
2,6,85,8.51559191,31.21
2,6,86,8.45616849,31.32836735
2,6,87,8.253227646,31.272
2,6,88,7.965545573,33.86
2,6,89,7.965545573,33.86
2,6,90,7.454719949,31.48444444
2,6,91,7.860185058,30.81666667
2,6,92,7.783224016,30.172
2,6,93,8.607399459,27.83578947
2,6,94,8.325548307,29.52
2,6,95,8.658692754,31.10766667
2,6,97,7.82244473,37.59346154
2,6,98,7.699842407,33.49826087
2,6,99,7.655390645,32.21
2,6,100,7.896552702,31.57857143
2,6,103,7.931644022,30.08896552
2,6,104,7.272398393,30.08
2,6,105,8.060855753,30.08
2,6,106,7.931644022,30.05896552
2,6,107,8.175266104,27.90081081
2,6,108,8.325548307,23.38534884
2,6,109,8.119696253,28.83571429
2,6,110,8.553332238,25.56074074
2,6,111,8.253227646,26.939
2,6,112,8.14786713,26.99
2,6,113,8.060855753,27.01
2,6,114,8.227909838,29.51128205
2,6,115,8.030084094,33.7128125
2,6,116,7.965545573,31.81933333
2,6,117,8.201934351,26.96657895
2,6,118,8.227909838,26.66461538
2,6,119,8.348537825,28.87545455
2,6,120,8.30201781,28.88857143
2,6,121,8.476371197,26.094
2,6,122,8.325548307,18.5
2,6,123,8.119696253,15.968
2,6,124,8.14786713,15.95222222
2,6,125,8.119696253,14.67742857
2,6,126,8.51559191,11.95
2,6,127,8.030084094,11.95
2,6,128,8.14786713,13.59
2,6,129,8.030084094,22.44
2,6,130,7.742402022,33.55
2,6,131,7.454719949,28.64666667
2,6,132,7.699842407,25.98086957
2,6,133,7.931644022,28.40034483
2,6,134,7.272398393,33.53
2,6,135,6.962243464,33.53
2,6,136,7.82244473,33.53
2,6,137,8.658692754,11.078
2,6,138,7.272398393,32.79333333
2,6,139,7.508787171,32.98
2,6,140,7.699842407,34.14652174
2,6,141,8.571681377,13.30818182
2,6,142,7.742402022,35.20333333
2,6,143,7.742402022,34.555
2,6,144,7.742402022,27.85958333
2,6,145,8.414495793,24.38680851
2,6,146,7.272398393,27.68266667
2,6,147,7.699842407,33.62956522
2,6,148,7.508787171,30.96736842
2,6,149,7.998335396,25.99
2,6,150,7.336936914,33.55
2,6,151,7.508787171,33.37684211
2,6,152,7.049254841,36.84
2,6,153,7.454719949,38.45333333
2,6,154,8.060855753,43.71818182
2,6,155,7.742402022,49.84666667
2,6,156,7.82244473,46.98153846
2,6,157,7.397561536,47.41117647
2,6,158,7.860185058,42.63888889
2,6,159,8.392989588,30.00978261
2,6,160,7.508787171,25.53
2,7,40,8.286017468,25.87564516
2,7,46,8.236420527,38.11118644
2,7,47,7.416979621,38.00692308
2,7,48,7.103322063,36.35157895
2,7,50,7.336936914,35.385
2,7,51,7.685243608,34.92
2,7,52,7.526178913,35.73275862
2,7,53,7.377758908,35.47
2,7,54,7.154615357,35.47
2,7,57,8.577723691,0.5
2,7,58,7.87245515,35.5
2,7,59,7.742402022,35.5
2,7,60,7.920083199,34.94837209
2,7,61,7.655390645,34.90363636
2,7,62,7.87245515,34.80902439
2,7,63,7.624618986,31.215
2,7,64,7.87245515,32.82317073
2,7,65,8.540909718,27.772875
2,7,66,8.050703382,27.90755102
2,7,67,7.685243608,41.51705882
2,7,68,7.769800996,33.54945946
2,7,69,8.946374826,12.963
2,7,70,7.714231145,32.51
2,7,71,7.769800996,32.51
2,7,72,7.769800996,32.51
2,7,73,7.896552702,32.51
2,7,74,7.624618986,32.51
2,7,75,7.526178913,30.8
2,7,76,9.505990614,10.86942857
2,7,77,7.965545573,31.60288889
2,7,78,7.491087594,31.61142857
2,7,79,7.796469243,31.61894737
2,7,80,7.847762538,28.89
2,7,81,7.796469243,31.08447368
2,7,82,7.592870288,30.83354839
2,7,83,7.742402022,35.06944444
2,7,84,7.560080465,35.03666667
2,7,85,7.377758908,36.4856
2,7,86,7.655390645,36.57
2,7,87,7.416979621,37.8
2,7,88,7.103322063,37.8
2,7,89,7.526178913,32.59
2,7,90,11.04132055,42.57
2,7,91,8.333270353,36.19723077
2,7,92,8.877381955,15.23
2,7,93,7.82244473,36.35230769
2,7,94,7.624618986,36.5234375
2,7,95,7.526178913,35.69137931
2,7,97,8.938006577,19.65546218
2,7,98,8.528330936,24.51493671
2,7,99,8.60153434,23.48705882
2,7,100,8.378390789,23.50823529
2,7,103,7.714231145,34.86657143
2,7,104,7.203405521,33.0647619
2,7,105,7.103322063,33.26526316
2,7,106,7.294377299,24.37130435
2,7,107,9.128696383,19.17055556
2,7,108,7.796469243,22.14973684
2,7,109,7.714231145,32.61285714
2,7,110,7.82244473,26.33153846
2,7,111,9.588228712,18.94
2,7,112,8.166216269,21.31690909
2,7,113,8.050703382,26.34244898
2,7,114,8.812843434,18.74
2,7,115,8.553332238,18.22148148
2,7,116,7.624618986,18.2275
2,7,117,8.553332238,16.19641975
2,7,118,8.184234774,23.98464286
2,7,119,8.392989588,3.945072464
2,7,120,6.797940413,25.33
2,7,121,7.294377299,26.64347826
2,7,122,6.992096427,30.24058824
2,7,123,7.624618986,20.125
2,7,124,9.723403491,7.920996169
2,7,125,8.476371197,12.3168
2,7,126,7.377758908,30.63
2,7,127,7.049254841,30.42666667
2,7,128,7.416979621,23.32153846
2,7,129,8.435549202,7.903611111
2,7,130,7.742402022,13.55
2,7,131,7.796469243,21.26526316
2,7,132,8.009030685,7.907659574
2,7,133,7.943072717,15.24272727
2,7,134,7.294377299,31.85
2,7,135,8.090708716,18.72470588
2,7,136,8.286017468,7.88
2,7,137,7.896552702,12.77571429
2,7,138,7.294377299,31.85
2,7,139,9.135616826,7.88
2,7,140,9.400630098,7.88
2,7,141,7.377758908,31.85
2,7,142,7.624618986,31.85
2,7,143,7.154615357,31.85
2,7,144,7.103322063,31.85
2,7,145,7.336936914,31.85
2,7,146,7.154615357,31.85
2,7,147,6.931471806,31.85
2,7,148,6.992096427,31.85
2,7,149,7.416979621,31.85
2,7,150,7.049254841,31.85
2,7,151,7.796469243,31.19526316
2,7,152,7.769800996,29.22
2,7,153,7.249925537,31.85
2,7,154,7.049254841,40.37666667
2,7,155,7.103322063,39.16052632
2,7,156,7.203405521,35.48
2,7,157,7.203405521,35.95238095
2,7,158,7.769800996,37.41945946
2,7,159,7.336936914,38.0025
2,7,160,5.950642553,38.17666667
2,8,40,7.491087594,32.87
2,8,46,9.00307017,4.36
2,8,47,7.624618986,36.68
2,8,48,7.526178913,32.49
2,8,50,7.203405521,32.49
2,8,51,8.201934351,21.62
2,8,52,6.797940413,21.62
2,8,53,7.714231145,25.2
2,8,54,7.336936914,30.08
2,8,57,7.294377299,30
2,8,58,7.416979621,33.23
2,8,59,7.655390645,30.44
2,8,60,7.203405521,30.76
2,8,61,7.416979621,33.46
2,8,62,7.491087594,31
2,8,63,7.714231145,38.03
2,8,64,8.589699882,17.39
2,8,65,6.992096427,17.74
2,8,66,7.491087594,39.41
2,8,67,7.454719949,30.52
2,8,68,7.714231145,29.67
2,8,69,8.070906089,30.52
2,8,70,7.560080465,31
2,8,71,7.294377299,40.45
2,8,72,7.294377299,34.02
2,8,73,7.416979621,36.68
2,8,74,7.103322063,44.39
2,8,75,7.454719949,44.39
2,8,76,7.742402022,33.11
2,8,77,7.203405521,33.11
2,8,78,7.416979621,45.8
2,8,79,6.992096427,39
2,8,80,7.203405521,39
2,8,81,7.526178913,47.53
2,8,82,7.592870288,57.74
